Category,Subcategory,Location Name,Store ID,Address,Suite #,City,State,Zip Code,Phone,Hours,Website,Source,Supplier,Filtration Method,Size(s),Price,Category,Subcategory
,,Lassen,,60 Soledad,,Soledad,CA,93960,,,,,,,,,,
,,Lilys Market & Dairy,,12201 Edison Hwy,,Edison,CA,93220,,,,,,,,,,
,,Ralphs,,17801 Santiago Blvd,,Villa Park,CA,92861,,,,,,,,,,
,,Sprouts Farmers Market 220,,1012 S Westlake Blvd,,Thousand Oaks,CA,91361,,,,,,,,,,
,,Bel Air 524,,2760 E Bidwell,,Folsom,CA,95630,,,,,,,,,,
,,Vallarta 04,,440 E. Palmdale,,Palmdale,CA,93550,,,,,,,,,,
,,Perris & Citrus,,2055 N. Perris Blvd,,Perris,CA,92571,,,,,,,,,,
,,G & M Oil 185,,72276 Ramon Rd,,Thousand Palms,CA,92276,,,,,,,,,,
,,Rite Aid 5441,,9864 National Blvd,,Los Angeles,CA,90034,,,,,,,,,,
,,Golden State Market,,935 W Mission Ave,,Escondido,CA,92025,,,,,,,,,,
,,Villas Market,,1912 Arrow Hwy,,La Verne,CA,91750,,,,,,,,,,
,,CVS 09746,,2831 Mary Street,,Riverside,CA,92506,,,,,,,,,,
,,Rio Ranch 4,,5832 Riverside Drive,,Chino,CA,91710,,,,,,,,,,
,,Canyon Crest Water & Ice Cream,,5225 Canyon Crest Drive,,Riverside,CA,92507,,,,,,,,,,
,,Save Mart,,26555 Carmel Rancho Shopping Center,,Carmel,CA,93923,,,,,,,,,,
,,Albertsons 6380,,475 W Los Angeles Ave,,Moorpark,CA,93021,,,,,,,,,,
,,Circle K 0051,,1813 Taylor Rd,,Roseville,CA,95678,,,,,,,,,,
,,Maxi Foods,,8616 California,,Riverside,CA,92504,,,,,,,,,,
,,Athena Foods,,435 W. Main Street,,El Cajon,CA,92020,,,,,,,,,,
,,Bubbles Laundromat,,23760 Newhall Avenue,,Newhall,CA,91321,,,,,,,,,,
,,Gas N Go,,8790 Mission Blvd,,Riverside,CA,92509,,,,,,,,,,
,,Rite Aid 6318,,3000 S Archibald,,Ontario,CA,91761,,,,,,,,,,
,,Food 4 Less Kroger,,12200 Perris Blvd,,Moreno Valley,CA,92376,,,,,,,,,,
,,Vons 2818,,11800 De Palma Rd,,Corona,CA,92883,,,,,,,,,,
,,Bel Air 506,,1301 Florin Rd,,Sacramento,CA,95831,,,,,,,,,,
,,Sunrise Pure Water,,439 Kiely Blvd,,San Jose,CA,95117,,,,,,,,,,
,,Lassen Market,,20913 Lassen Avenue,,Five Points,CA,93624,,,,,,,,,,
,,Numero Uno Rancho Market,,4225 Montclair Street,,Los Angeles,CA,90028,,,,,,,,,,
,,Food Village Market,,127 Price Street,,Bakersfield,CA,93307,,,,,,,,,,
,,Sanag Mini Mart,,1003 Grapefruit Blvd,,Coachella,CA,92236,,,,,,,,,,
,,Raleys 310,,2900 Geer Rd,,Turlock,CA,95382,,,,,,,,,,
,,El Tapatio 104,,1560 W 6 Th St,,Corona,CA,92882,,,,,,,,,,
,,Whole Foods,,1765 California Street,,San Francisco,CA,94109,,,,,,,,,,
,,Superior Market,,16638 Avenue 168,,Tulare,CA,93274,,,,,,,,,,
,,Giant Bargain,,1526 E Florence Ave,,Los Angeles,CA,90001,,,,,,,,,,
,,Clover Leaf Market,,3070 Reynard Way,,San Diego,CA,92103,,,,,,,,,,
,,Fastrip 703,,3793 N Hughes,,Fresno,CA,93705,,,,,,,,,,
,,CVS 09922,,3950 Point Loma,,Point Loma,CA,92110,,,,,,,,,,
,,Lucky,,777 E. Monte Vista St.,,Vacaville,CA,95688,,,,,,,,,,
,,International Foods Market,,502 E. Main St.,,El Cajon,CA,92020,,,,,,,,,,
,,Pacific Grnlndscpng,,8834 Winter Gardens Blvd,,Lakeside,CA,92040,,,,,,,,,,
,,Stony Point Stop N Go,,1942 Rose Ave,,Santa Rosa,CA,95407,,,,,,,,,,
,,Georges Liquor,,1758 New Ave,,San Gabriel,CA,91776,,,,,,,,,,
,,Hornitos Mercado,,7625 California Avenue,,Huntington Park,CA,90255,,,,,,,,,,
,,Als Stop,,908 South Del Dios Highway,,Escondido,CA,92025,,,,,,,,,,
,,Safeway 2514 1218,,2970 Main St,,Susanville,CA,96130,,,,,,,,,,
,,Ralphs,,2600 S. Vermont Ave,,Los Angeles,CA,90007,,,,,,,,,,
,,Whole Foods,,15980 Los Gatos Blvd,,Los Gatos,CA,95030,,,,,,,,,,
,,Water Depot,,1210 South Greenwood Avenue,,Montebello,CA,90640,,,,,,,,,,
,,John Xxiii Multi Service Ctr,,195 E San Fernando St,,San Jose,CA,95112,,,,,,,,,,
,,CVS 09943,,949 11 Th St,,Lakeport,CA,95453,,,,,,,,,,
,,Omar Food Mart,,208 W Minarets,,Fresno,CA,93650,,,,,,,,,,
,,Rite Aid 5668,,1854 Coronado Avenue,,Imperial Beach,CA,92154,,,,,,,,,,
,,Siam Grocery Warehouse,,2505 East Palmdale Blvd,Unit B & C,Palmdale,CA,93550,,,,,,,,,,
,,Federal & Euclid,,5090 A Federal Blvd.,,San Diego,CA,92105,,,,,,,,,,
,,Cali Mart,,3733 Main Street,,Chula Vista,CA,91911,,,,,,,,,,
,,Sunshine Coin Laundry,,2111 San Gabriel Blvd,,Rosemead,CA,91770,,,,,,,,,,
,,Pw Mart Inc,,12906 Pomerado,,Poway,CA,92064,,,,,,,,,,
,,Danny's Liquor,,17846 Clark Ave,,Bellflower,CA,90706,,,,,,,,,,
,,Supreme Drive In Dairy,,1584 N Lake Ave,,Pasadena,CA,91104,,,,,,,,,,
,,CVS 09494,,35080 Newark Blvd,,Newark,CA,94560,,,,,,,,,,
,,Gracias Market,,3610 E Firestone Blvd,,Southgate,CA,90255,,,,,,,,,,
,,International Produce Market,,3851 International Blvd,,Oakland,CA,94601,,,,,,,,,,
,,"The Water Stop, Inc.",,10601 Tierrasanta Blvd,Suite J,San Diego,CA,92124,,,,,,,,,,
,,Vons 1638,,4226 Woodruff Ave,,Lakewood,CA,90713,,,,,,,,,,
,,Petrolink Inc 5794,,2405 Imperial Hwy,,Brea,CA,92821,,,,,,,,,,
,,CVS 09619,,9840 Sierra,,Fontana,CA,92335,,,,,,,,,,
,,Ralphs,,8824 Sepulveda Blvd,,Los Angeles,CA,90045,,,,,,,,,,
,,Yosemite Pure Water,,4425 North Pershing Avenue,# A,Stockton,CA,95207,,,,,,,,,,
,,Plaza Market,,2400 Peck Rd.,,El Monte,CA,91733,,,,,,,,,,
,,Safeway 1895,,5450 Dewey Dr,,Fair Oaks,CA,95628,,,,,,,,,,
,,Safeway 2840 12,,2010 Freedom Blvd,,Watsonville,CA,95077,,,,,,,,,,
,,La Michocana Market,,4110 Victoria Ave,,Riverside,CA,92507,,,,,,,,,,
,,J Ranch Market,,5559 Atlantic Blvd,,Maywood,CA,90270,,,,,,,,,,
,,Save Mart,,1270 Broadway,,Placerville,CA,95667,,,,,,,,,,
,,Skyline Mini Market,,722 Skyline Blvd,,Avenal,CA,93204,,,,,,,,,,
,,La Marketa,,2087 N Main St,,Salinas,CA,93901,,,,,,,,,,
,,Vons 2283,,1221 Gaffey Street,,San Pedro,CA,90731,,,,,,,,,,
,,Wmsc #2253 (Ca0308),,13487 Camino Canada,,El Cajon,CA,92021,,,,,,,,,,
,,Saveland Market,,1500 Dallas Street,,Modesto,CA,95358,,,,,,,,,,
,,Lucky Seafood,,9326 Mira Mesa Blvd,,San Diego,CA,92126,,,,,,,,,,
,,"J & J Water Co., Inc.",,5216 Arlington Avenue,,Riverside,CA,92504,,,,,,,,,,
,,"Pura Ice, LLC",,402 Central Valley Highway,,Shafter,CA,93263,,,,,,,,,,
,,Center Street Market,,2900 Center Street,,Bakersfield,CA,93306,,,,,,,,,,
,,Gas Depot,,4840 2 Nd Street,,El Cajon,CA,92021,,,,,,,,,,
,,Food 4 Less Kroger,,16208 Parthenia St.,,North Hills,CA,91343,,,,,,,,,,
,,Lucky,,2980 E. Capitol Expressway,,San Jose,CA,95148,,,,,,,,,,
,,Aze Market & Tobacco,,1038 E Anaheim Street,,Long Beach,CA,90813,,,,,,,,,,
,,Alicia Market,,1114 Grand Ave,,Olivehurst,CA,95691,,,,,,,,,,
,,"Winco Foods, LLC #25",,2060 East 20 Th Street,,Chico,CA,95928,,,,,,,,,,
,,Hye Art Glass,,11550 Van Owen St,,Van Nuys,CA,91605,,,,,,,,,,
,,Ralphs,,3601 E. Foothill Blvd,,Pasadena,CA,91107,,,,,,,,,,
,,CVS 09948,,2700 Yulupa Avenue,,Santa Rosa,CA,95405,,,,,,,,,,
,,Sunshine Video & Grocery,,7518 Topanga Canyon Blvd,,Canoga Park,CA,91303,,,,,,,,,,
,,Spikes Bottle Shop,,1270 E 1 St Ave,,Chico,CA,95926,,,,,,,,,,
,,Caliente Springs,,70200 Dillon Rd,,Desert Hot Springs,CA,92241,,,,,,,,,,
,,Just Pure Water,,903 East El Camino Real,Suite 3,Mountain View,CA,94040,,,,,,,,,,
,,Pay Low Supermarket,,420 S Meadowbrook Dr,,San Diego,CA,92114,,,,,,,,,,
,,Wintergardens Liqour,,8047 Winter Gardens Blvd,,El Cajon,CA,92021,,,,,,,,,,
,,One Stop Market,,1860 W Orangethorpe Ave,,Fullerton,CA,92833,,,,,,,,,,
,,The Big Store,,14197 River Road,,Walnut Grove,CA,95690,,,,,,,,,,
,,Nob Hill 629,,130 Market Pl,,San Ramon,CA,94583,,,,,,,,,,
,,White Lane & Ashe,,6300 White Lane,,Bakersfield,CA,93309,,,,,,,,,,
,,Kern & Browning,,414 East Kern Ave,,Mcfarland,CA,93305,,,,,,,,,,
,,La Dora Liquor,,604 San Bruno Ave W,,San Bruno,CA,94066,,,,,,,,,,
,,Sprouts Farmers Market 218,,24235 Magic Mountain Parkway,,Valencia,CA,91355,,,,,,,,,,
,,Food 4 Less Kroger,,3200 W. Century Blvd,,Inglewood,CA,90303,,,,,,,,,,
,,Dinuba & Sunset,,640 E Dinuba Ave,,Reedley,CA,93654,,,,,,,,,,
,,Rite Aid 5709,,34420 Yucaipa Blvd,,Yucaipa,CA,92399,,,,,,,,,,
,,Garcia Market,,6450 3 Rd St,,Riverbank,CA,95367,,,,,,,,,,
,,Safeway 2503 0985,,2350 Noriega St,,San Francisco,CA,94122,,,,,,,,,,
,,City Shopping Center,,2201 N Long Beach Blvd,,Compton,CA,90221,,,,,,,,,,
,,Downey Supermarket,,13240 Woodruff Ave,,Downey,CA,90242,,,,,,,,,,
,,Gift Discount,,1592 W Vernon Ave,,Los Angeles,CA,90062,,,,,,,,,,
,,William Pure Water,,1737 A Berryessa Road,Suite A,San Jose,CA,95133,,,,,,,,,,
,,Stater Brothers,,30712 Benton Road,,Winchester,CA,92596,,,,,,,,,,
,,Kwik Corner,,701 I St,,Reedley,CA,93654,,,,,,,,,,
,,Yellow Stone Drinking Water,,105 South Workman Street,,San Fernando,CA,91340,,,,,,,,,,
,,CVS 09175,,4829 Clairmont Drive,,San Diego,CA,92117,,,,,,,,,,
,,Franklin Market,,31570 San Luis Rey Dr,,Cathedral City,CA,92234,,,,,,,,,,
,,Food 4 Less Kroger,,2341 E. Avenue S,,Palmdale,CA,93550,,,,,,,,,,
,,Hk Colima Market,,18317 E Colima Road,,Rowland Heights,CA,91748,,,,,,,,,,
,,Casa Food Mart,,1785 Sanger Ave,,Sanger,CA,93657,,,,,,,,,,
,,Mi Pueblito Meat Market,,148 S Ojai St,,Santa Paula,CA,93060,,,,,,,,,,
,,Prince Mini Mart,,4625 Hooper Ave,,Los Angeles,CA,90011,,,,,,,,,,
,,Save Mart,,3615 W. Noble Ave,,Visalia,CA,93277,,,,,,,,,,
,,Whole Foods/Wild Oats #116 (Ca0114),,6550 E Pacific Coast Hwy,,Long Beach,CA,90803,,,,,,,,,,
,,Circle K 1775,,24051 John F Kennedy Rd,,Moreno Valley,CA,92553,,,,,,,,,,
,,Albertsons 6705,,1570 W Valley Parkway,,Escondido,CA,92029,,,,,,,,,,
,,Alpine Water,,2249 West Ball Road,,Anaheim,CA,92804,,,,,,,,,,
,,Rite Aid 5446,,1130 N. La Brea Ave,,West Hollywood,CA,90038,,,,,,,,,,
,,Water Retail Store,,9108 Telegraph Road,,Downey,CA,90240,,,,,,,,,,
,,Stop N Buy,,459 W Tefft Ave,,Nipomo,CA,93444,,,,,,,,,,
,,Boneys Marketplace,,1820 Oceanside Blvd,,Oceanside,CA,92054,,,,,,,,,,
,,Waterstop 050,,3505 W Slauson Ave,,Maywood,CA,90270,,,,,,,,,,
,,Mikaelyan Market,,109 N Cedar St,,Glendale,CA,91206,,,,,,,,,,
,,Arco Thrifty Gas Station,,16337 Main St,,Hesperia,CA,92345,,,,,,,,,,
,,Haven Market,,924 Haven Dr,,Arvin,CA,93203,,,,,,,,,,
,,Gonzalez Market 2,,2230 W Valencia Dr,,Fullerton,CA,92833,,,,,,,,,,
,,Lake Liquor,,101 E Antelope Ave,,Woodlake,CA,93286,,,,,,,,,,
,,Valley Liquor,,11723 Saticoy St,,North Hollywood,CA,91605,,,,,,,,,,
,,Starshine Market,,4475 Clairemont Mesa Blvd,,San Diego,CA,92117,,,,,,,,,,
,,El Metate Market,,1308 W Edinger Ave,,Santa Ana,CA,92704,,,,,,,,,,
,,"C J Aqua Pura, Inc.",,1673 East Noble Avenue,,Visalia,CA,93292,,,,,,,,,,
,,Mexico Meat Market,,1130 E Monte Vista,,Vacaville,CA,95688,,,,,,,,,,
,,United Food Center,,8100 Lotus Avenue,,Niland,CA,92257,,,,,,,,,,
,,CVS 09341,,1540 E. Highland Avenue,,San Bernardino,CA,92404,,,,,,,,,,
,,Rockview Dairy 36,,15807 Leffingwell Road,,Whittier,CA,90604,,,,,,,,,,
,,Lakeside Discount Liquor,,8909 Wintergarden Blvd,,Lakeside,CA,92040,,,,,,,,,,
,,Super 7 Foods Store,,41304 Rd 128,,Orosi,CA,93647,,,,,,,,,,
,,Lily's Market,,4016 E. 1 St Street,,Los Angeles,CA,90063,,,,,,,,,,
,,7 Eleven 13591,,275 E Street,,Chula Vista,CA,91910,,,,,,,,,,
,,CVS 09569,,17136 Magnolia,,Fountain Valley,CA,92708,,,,,,,,,,
,,Los Cepillos Meat Market,,8434 Telegraph Rd,,Downey,CA,90240,,,,,,,,,,
,,Del Valle Supermercado,,500 Kentucky Ave,,Woodland,CA,95695,,,,,,,,,,
,,Main & Alameda,,445 N Main,,Manteca,CA,95336,,,,,,,,,,
,,Channel Island & Stratham,,1111 E. Channel Islands Blvd.,,Oxnard,CA,95033,,,,,,,,,,
,,Nob Hill 612,,900 Lighthouse,,Monterey,CA,93940,,,,,,,,,,
,,Rite Aid 6378,,8027 N Cedar,,Fresno,CA,93703,,,,,,,,,,
,,Pure Aqua,,34655 Alvardo Niles Road,,Union City,CA,94587,,,,,,,,,,
,,Hows Market 3,,3035 E Huntington Drive,,Pasadena,CA,91107,,,,,,,,,,
,,Mitchell Pure Water,,1825 Mitchell Road,Suite I,Ceres,CA,95307,,,,,,,,,,
,,La Mexicana Market,,601 S A St,,Oxnard,CA,93030,,,,,,,,,,
,,Stater Brothers,,1045 N. Garey Ave.,,Pomona,CA,91767,,,,,,,,,,
,,Gardenia Market & Deli,,4121 Pennsylvania Ave #Abc,,La Crescenta,CA,91214,,,,,,,,,,
,,Circle K (Replaced) 0341,,790 6 Th St,,Norco,CA,91760,,,,,,,,,,
,,CVS 09826,,5333 Elk Horn Blvd.,,Sacramento,CA,95842,,,,,,,,,,
,,United Market,,426 E 7 Th St,,Hanford,CA,93230,,,,,,,,,,
,,La Michoacana Market,,330 Cooper Road,,Oxnard,CA,93030,,,,,,,,,,
,,Mercado Michoacano,,954 W Main St,,Turlock,CA,95380,,,,,,,,,,
,,East Lake Liquors,,954 E Lake Ave,,Watsonville,CA,95076,,,,,,,,,,
,,Circle K 8606,,1030 Oak St,,Bakersfield,CA,93304,,,,,,,,,,
,,Wonder Bread 7511,,2 Hanger Way,,Watsonville,CA,95076,,,,,,,,,,
,,Valley Iga Plus,,12138 Yosemite Blvd,,Waterford,CA,95386,,,,,,,,,,
,,Rite Aid 5495,,7860 Norwalk Blvd,,Whittier,CA,90601,,,,,,,,,,
,,Save Mart,,260 South Main Street,,Angels Camp,CA,95222,,,,,,,,,,
,,7 Eleven 13582,,290 I Street,,Chula Vista,CA,91910,,,,,,,,,,
,,Carniceria La Merced,,4558 Broadway Ave,,Salida,CA,95368,,,,,,,,,,
,,Amigo Market,,1602 W Highland,,San Bernardino,CA,92411,,,,,,,,,,
,,4 Way Market,,508 E Date Street,,Oxnard,CA,93033,,,,,,,,,,
,,Vallarta 09,,10859 Oxnard,,North Hollywood,CA,91606,,,,,,,,,,
,,CVS 00345,,1111 Cloverdale Blvd,,Cloverdale,CA,95425,,,,,,,,,,
,,Ucr Coin Laundry,,22602 Alessandro,,Moreno Valley,CA,92555,,,,,,,,,,
,,Mercado International 2000,,1415 3 Rd Avenue,,Chula Vista,CA,91911,,,,,,,,,,
,,Ralphs,,780 Otay Lakes Rd.,,Chula Vista,CA,91910,,,,,,,,,,
,,Dollar Tree 01504,,12160 Hesperia Rd Ste B,,Victorville,CA,92392,,,,,,,,,,
,,Oasis Market,,10000 Crowslanding Rd,,Crows Landing,CA,95313,,,,,,,,,,
,,Wmsc #2951 (Ca0230),,1731 E Avenue J,,Lancaster,CA,93535,,,,,,,,,,
,,Circle K 1979 (Pcf),,688 W Baseline,,Rialto,CA,92376,,,,,,,,,,
,,Best Produce,,6957 University Avenue,,San Diego,CA,92115,,,,,,,,,,
,,Region Supermarket,,400 S King Rd,,San Jose,CA,95116,,,,,,,,,,
,,Pioneer Market,,5034 Coakley Circle,,Mariposa,CA,95338,,,,,,,,,,
,,Charlies Woffard Heights Mkt,,6801 Woffard Blvd,,Wofford Heights,CA,93285,,,,,,,,,,
,,CVS 08874,,1660 W Katella,,Anaheim,CA,92802,,,,,,,,,,
,,Ralphs,,19081 Goldenwest St.,,Huntington Beach,CA,92648,,,,,,,,,,
,,El Super 3,,5646 Whittier Blvd.,,Los Angeles,CA,90022,,,,,,,,,,
,,Rvs Mini Mart,,301 E Florida Ave Suite F,,Hemet,CA,92543,,,,,,,,,,
,,Aqua Fresh,,807 North Hacienda Blvd.,,La Puente,CA,91744,,,,,,,,,,
,,Rite Aid 5996,,1050 N Wilson Way,,Stockton,CA,95205,,,,,,,,,,
,,CVS 09753,,5735 E. La Palma,,Anaheim,CA,92807,,,,,,,,,,
,,Fastrip 046,,1687 Hwy 99,,Gridley,CA,95948,,,,,,,,,,
,,Amazon Smoke Shop & Water,,12062 Brookhurst Street,,Garden Grove,CA,92840,,,,,,,,,,
,,Rite Aid 5761,,3325 S. Bristol,,Santa Ana,CA,92704,,,,,,,,,,
,,Capital Market,,2300 W Capital,,West Sacramento,CA,95691,,,,,,,,,,
,,Tinetti & Betts,,45 E 16 Th Street,,Merced,CA,95340,,,,,,,,,,
,,Joes Quick Stop Mini Mart,,201 N Signal Street,,Ojai,CA,93023,,,,,,,,,,
,,Fastrip 560,,2200 Niles Street,,Bakersfield,CA,93306,,,,,,,,,,
,,Stater Brothers,,10114 Adams Ave.,,Huntington Beach,CA,92646,,,,,,,,,,
,,Food 4 Less 03 Paq,,2430 Kettleman Lane,,Lodi,CA,95240,,,,,,,,,,
,,"Orange Coin Laundry, Inc.",,108 West Katella Avenue,Suites H & I,Orange,CA,92867,,,,,,,,,,
,,Daniels Apple Market,,5256 S Mission,,Bonsall,CA,92003,,,,,,,,,,
,,Ralphs,,31874 Del Obispo St.,,San Juan Capistrano,CA,92675,,,,,,,,,,
,,K Mart # 2,,875 East “H” Street,,Chula Vista,CA,91910,,,,,,,,,,
,,"Eunice Trade, Inc.",,6178 Bollinger Road,,San Jose,CA,95129,,,,,,,,,,
,,Washington Market,,121 West Washington,,El Cajon,CA,92020,,,,,,,,,,
,,Vons 2324,,17662 Seventeenth Street,,Tustin,CA,92780,,,,,,,,,,
,,Sun Village Market,,38350 90 Th St E,,Little Rock,CA,93543,,,,,,,,,,
,,Dover & 11 Th,,1110 1 A Dover,,Delano,CA,93215,,,,,,,,,,
,,New Leaf Market,,1134 Pacific Avenue,,Santa Cruz,CA,95060,,,,,,,,,,
,,Collins And Denny Mkt,,430 Plumas Ave,,Oroville,CA,95965,,,,,,,,,,
,,CVS 9666,,2419 Workman St,,Los Angeles,CA,90031,,,,,,,,,,
,,Agua Fresca,,2327 West Whitter Blvd.,,Montebello,CA,90640,,,,,,,,,,
,,Las Montanas Supermarket,,1725 Willow Pass Rd,,Concord,CA,94520,,,,,,,,,,
,,Mendota Discount Shop,,725 Quince Street,,Mendota,CA,93640,,,,,,,,,,
,,CVS 09641,,206 N Azusa Ave,,Covina,CA,91722,,,,,,,,,,
,,R & M Smoke Shop 3,,436 W Olive,,Fresno,CA,93728,,,,,,,,,,
,,Save Mart,,3190 Contra Loma Blvd.,,Antioch,CA,94509,,,,,,,,,,
,,"Winco Foods, LLC #66",,42600 Jackson Street,,Indio,CA,92203,,,,,,,,,,
,,Rainbow Bridge Natural Foods,,211 East Matilita,,Ojai,CA,93023,,,,,,,,,,
,,Garden Supermarket,,1933 Pulgas Ave,,East Palo Alto,CA,94303,,,,,,,,,,
,,Md Pure Water,,3255 West Hammer Lane,Suite 9 B,Stockton,CA,95209,,,,,,,,,,
,,Wrights Market 1,,2691 Ventura Blvd,,Oxnard,CA,93036,,,,,,,,,,
,,Chips Liquor,,1926 Garnet Ave,,San Diego,CA,92109,,,,,,,,,,
,,Food 4 Less Kroger,,7420 Broadway St.,,Lemon Grove,CA,91945,,,,,,,,,,
,,Circle K 5669 (Pcf),,1913 W Edinger,,Santa Ana,CA,92704,,,,,,,,,,
,,Raleys 308,,3430 Tully Rd,,Modesto,CA,95350,,,,,,,,,,
,,Rite Aid 5570,,15630 Ventura Blvd,,Encino,CA,91316,,,,,,,,,,
,,Ralphs,,9470 Las Tunas Dr.,,Temple City,CA,91780,,,,,,,,,,
,,La Fayette Pure Water,,3194 De La Cruz Blvd,# 3,Santa Clara,CA,95054,,,,,,,,,,
,,Stater Brothers,,1145 E. Alosta,,Azusa,CA,91702,,,,,,,,,,
,,Shop & Buy Market,,8339 E Hwy 26,,Stockton,CA,95215,,,,,,,,,,
,,T & A Grocery & Deli,,207 N Central Ave,,Glendale,CA,91203,,,,,,,,,,
,,The Barn Iii,,3700 N Chester Ave,,Bakersfield,CA,93308,,,,,,,,,,
,,Lolas,,440 Dutton Ave,,Santa Rosa,CA,95407,,,,,,,,,,
,,Stater Brothers,,71727 29 Palms Hwy,,29 Palms,CA,92277,,,,,,,,,,
,,Quixtop Jr Market,,783 Blaine St,,Riverside,CA,92507,,,,,,,,,,
,,Jc's Pure Water & More,,921 West Pacheco Blvd,,Los Banos,CA,93635,,,,,,,,,,
,,Valencia Pure Water,,704 East Highland Avenue,,San Bernardino,CA,92404,,,,,,,,,,
,,CVS 08867,,7915 Florence Ave,,Downey,CA,90240,,,,,,,,,,
,,El Sol Market,,658 E Main St,,Brawley,CA,92227,,,,,,,,,,
,,Save Mart,,5600 Folsom Blvd,,Sacramento,CA,95819,,,,,,,,,,
,,Big Lots 04219,,13222 San Pablo Ave,,San Pablo,CA,94806,,,,,,,,,,
,,Union 76,,17849 Ventura Blvd,,Encino,CA,91316,,,,,,,,,,
,,Lucky 1 Liquor,,27132 Baseline Ave,,Highland,CA,92346,,,,,,,,,,
,,Outpost Food Store,,509 6 Th St,,Taft,CA,93268,,,,,,,,,,
,,Safeway 2508 1125,,1366 East Ave,,Chico,CA,95926,,,,,,,,,,
,,J & L Market,,6673 Old Hwy 53,,Clearlake,CA,95422,,,,,,,,,,
,,Marina Pure Water & More,,250 Reservation Road,# G,Marina,CA,93933,,,,,,,,,,
,,Valley Market,,3007 Virginia Ave,,Bakersfield,CA,93307,,,,,,,,,,
,,Albertsons 6575,,30922 S Coast Hwy,,Laguna Beach,CA,92677,,,,,,,,,,
,,Safeway 2511 1217,,1600 Saratoga,,San Jose,CA,95129,,,,,,,,,,
,,Raleys 317,,2550 S Tracy Blvd,,Tracy,CA,95376,,,,,,,,,,
,,Food Maxx,,4128 Chester Ave.,,Bakersfield,CA,93301,,,,,,,,,,
,,Rite Aid 5676,,69155 Ramon Rd,,Cathedral City,CA,92234,,,,,,,,,,
,,Safeway 1917 0010,,14840 Hwy 4,,Discovery Bay,CA,94514,,,,,,,,,,
,,Downey Arco,,11846 Downey Ave,,Downey,CA,90241,,,,,,,,,,
,,Watts Coin Laundry,,2116 E 103 Rd St,,Los Angeles,CA,91206,,,,,,,,,,
,,Ralphs,,23841 W. Malibu Rd.,,Malibu,CA,90265,,,,,,,,,,
,,Rodeos Meat Market,,4680 Market St Unit Ste B,,San Diego,CA,92102,,,,,,,,,,
,,Water Depot,,6985 La Palma Avenue,,Buena Park,CA,90620,,,,,,,,,,
,,Rite Aid 5555,,26825 N. Bouquet Canyon,,Saugus,CA,91350,,,,,,,,,,
,,Lindo Michoacan,,1103 Glenwood St,,Delano,CA,93215,,,,,,,,,,
,,Vp Pure Water,,8876 Vintage Park,Suite 108,Sacramento,CA,95828,,,,,,,,,,
,,Pours Liquor,,1141 13 Th St,,Imperial Beach,CA,91932,,,,,,,,,,
,,Rainbow Supermarket,,4727 Federal Bl,,San Diego,CA,92102,,,,,,,,,,
,,J. P. Water,,16960 Foothill Blvd,Suite C,Fontana,CA,92335,,,,,,,,,,
,,Bel Air 514,,7465 Rush River Rd,,Sacramento,CA,95831,,,,,,,,,,
,,G & T Drug,,223 S West Street,,Tulare,CA,93274,,,,,,,,,,
,,Lower Sacramento Rd & Ponce De Leon,,8626 N Lower Sacramento Rd,,Stockton,CA,95210,,,,,,,,,,
,,Us Food Market,,1451 W Washington Blvd,,Los Angeles,CA,90007,,,,,,,,,,
,,Northgate Market 09,,230 N Harbor Blvd,,Santa Ana,CA,92703,,,,,,,,,,
,,Qwik Korner,,9035 Mission George Road,,Santee,CA,92071,,,,,,,,,,
,,Water Spring,,8700 Woodman Avenue,,Arleta,CA,91331,,,,,,,,,,
,,Gs & F Enterprise Liquor,,2168 East 92 Nd Street,,Los Angeles,CA,90002,,,,,,,,,,
,,Cost Less Foods Co,,901 N Carpenter Rd,,Modesto,CA,95351,,,,,,,,,,
,,Circle K 5224 (Pcf),,1880 E 4 Th St,,Ontario,CA,91764,,,,,,,,,,
,,La Canasta Market,,3074 Monterey Road,,San Jose,CA,95111,,,,,,,,,,
,,Big Lots,,1625 East Valley Pkwy,,Escondido,CA,92027,,,,,,,,,,
,,Supermax,,11270 Merritt,,Castroville,CA,93912,,,,,,,,,,
,,Sunlines Handy Mart,,383 East Date Ave,,Porterville,CA,93257,,,,,,,,,,
,,Mj's Market,,2795 N. Macy Street,,San Bernardino,CA,92407,,,,,,,,,,
,,Baldwin Oil Inc Valero,,13758 Los Angeles Street,,Baldwin Park,CA,91706,,,,,,,,,,
,,Carniceria La Guadalupana,,16661 E 14 Th St,,San Leandro,CA,94578,,,,,,,,,,
,,Glorias Country Butcher,,12161 Paramount Blvd,,Downey,CA,90242,,,,,,,,,,
,,Cherokee Market (Formerly A Brothers),,4600 Cherokee Ave.,,San Diego,CA,92116,,,,,,,,,,
,,Branham Pure Water,,1659 Branham Lane,Suite B,San Jose,CA,95118,,,,,,,,,,
,,Rite Aid 5714,,4790 La Sierra,,Riverside,CA,92505,,,,,,,,,,
,,Rite Aid 5445,,4322 S Figueroa,,Los Angeles,CA,90037,,,,,,,,,,
,,Rite Aid 6465,,4455 Manchester Ave,,Encinitas,CA,92024,,,,,,,,,,
,,Rite Aid 4204 5888,,685 San Antonio Road,,Mountain View,CA,94040,,,,,,,,,,
,,Forestville Package Store,,8490 Front Street,,Forestville,CA,95436,,,,,,,,,,
